Data,Label
 মাটন ২৯০ বাপরে বাংলাদেশে তো আনেক জায়গায় ২৯০ কাচ্চি পাওয়া যায় যেটা দুই জনে খেতে পারবে কলকাতা ও দেখলাম এই দামে আনেক ভালো কাচ্চি পাওয়া যায় এখানে মাটন এত দাম কেন ,1
 সায়েম ভাই যে ভাবে ভিডিওতে দেখালেন। ঘুরাফেরার ফিলিংস তো পেয়েই গেলাম ,1
 কিন্তু বাংগালী হিসাবে কখনোই গর্ভবোধ করি না ,2
 ছেলেমানুষি টার জন্যই ভিডিও কে আরো দেখার জন্য আগ্রহ জাগে ,0
" রেস্টুরেন্টে গিয়া তো শালার নাক ডুবায়া খাই ইচ্ছামত , মাগার বানাইতে যে এত্ত কষ্ট , এত এত প্রসেস , এই ভিডিও না দেখলে হালায় বুঝতামই না ",2
 হেয় খোজ না নিলে টাকা পাইবো ,0
 ৪ মিনিট না ভিডিও তা পুরো মিনিট মিনিটের ,0
 আমার ধারণা এটা বাংলাদেশে পাওয়া যায় না। আমিও অনেক খুঁজেছি : ,0
 পক্সটাই মাইর দিয়ে দিছে বলে ,2
 ঠিকই বলেছেন ; সিঙাড়া খুব পুষ্টিকর জিনিস ,1
 রিপোর্টটা অসাধারণ চিল ,1
" লোকেশনঃ লঞ্চঘাট , নারায়ঙ্গঞ্জ ",0
 দিনাজপুর যেতে কতক্ষণ লাগে ভাই ,0
 এই পি ভি আই মুলা দিনাজপুর বহিষ্কার করা হোক। সরকারের আকুল আবেদন ,0
 অন্যান্য সরকারের তুলনায় আপনার উচ্চারণ ভালো। বাংলাদেশিদের উচ্চারণ অত্যন্ত খারাপ। যেমন আছে কে বলবে আসে সিনারীকে বলবে বলবে ,1
" আর মূর্খ মানুষ যা দেখে তা দেখেই নাচানাচি শুরু হয়ে যায়। হাতি দেখিয়ে এটাকে চাদাবাজি বলে না , ওরা বাধ্য করে কারও কাছ থেকে টাকা নেয় না ",2
 ভাই খরচের ব্যাপারটা বাধ্য ভালো হতো? ,0
 প্যাচের জায়গা হলে অবশ্যই আমরা গুগল ম্যাপ দিয়ে জায়গা ,1
 ডাক্তার হবো ফ্রি চিকিৎসা হলে। বালের কথা সব হালারাই বলে ,2
 এই সব হলো মানুষকে আসা দিয়ে দিয়ে এই সব চুরি বন্ধ করা ভালো ,1
 খেয়েছি এখানে কলকাতা থেকে যখন গেছিলাম। বাংলাদেশে গিয়ে এতে খেয়েছি। এতে খেয়েছি। মাথা খারাপ হয়ে গেছে। ফাটাফাটি ,1
 সিকিম পুরাই অনিশ্চিত একটা প্লেস ,1
 বাংলাদেশি #পুলিশ এক এক্টা বাইঞ্চদ ,2
 আরে খানকির পোলারা সাংবাদিকের বাল পালাইস ,2
